sector,year,total_emissions,co2,ch4,n2o,facility_count
"Injection of CO2,Petroleum and Natural Gas Systems,Suppliers of CO2",2022,5004934.235250026,4923586.873520594,80083.5723182843,1263.7894111472945,13
"Injection of CO2,Petroleum and Natural Gas Systems,Suppliers of CO2",2023,5141225.939934966,5082673.558308223,57327.821716679806,1224.5599100628706,14
"Injection of CO2,Power Plants,Suppliers of CO2",2011,8332836.462,8267643.8,23839.5,41353.162,1
"Injection of CO2,Power Plants,Suppliers of CO2",2012,7977648.822,7915139.7,22863.5,39645.622,1
"Injection of CO2,Power Plants,Suppliers of CO2",2013,5371447.48,5329482.9,15342.75,26621.83,1
"Injection of CO2,Power Plants,Suppliers of CO2",2014,7947522.418,7885124.5,22818.75,39579.168,1
"Injection of CO2,Power Plants,Suppliers of CO2",2015,7363469.184,7304536.9,21553.25,37379.034,1
"Injection of CO2,Power Plants,Suppliers of CO2",2016,7525830.29,7465607.9,22024.75,38197.64,1
"Injection of CO2,Power Plants,Suppliers of CO2",2017,6788868.074,6734614.9,19837.75,34415.424,1
"Injection of CO2,Power Plants,Suppliers of CO2",2018,5494842.37,5450935.3,16054.5,27852.57,1
"Injection of CO2,Power Plants,Suppliers of CO2",2019,7739445.616,7677514.9,22649.25,39281.466,1
Metals,2010,90791119.08,88979875.1,34365.0,30619.5,269
Metals,2011,82642656.8273,78969306.8522,29026.25,28774.88,278
Metals,2012,78089522.3356,75241396.1476,30006.25,26223.702,281
Metals,2013,77111681.686,74461237.25,29213.75,26437.07,283
Metals,2014,77963183.512,75775828.182,30792.0,27857.04,286
Metals,2015,69725850.4125,67794949.971,30849.75,28385.989999999998,283
Metals,2016,69328748.081,68000728.65,28081.0,25539.792,285
Metals,2017,70283816.6132,69157303.315,35518.0,26132.216,279
Metals,2018,72257937.615,70757373.2378,33212.75,25138.982,287
Metals,2019,69411134.995,68019879.789,29253.25,22994.872,281
Metals,2020,59204369.766,57605807.005,24565.5,22466.816,277
Metals,2021,62809119.263000004,61139957.64,25035.75,24518.248,281
Metals,2022,57413494.490796,56037864.759546,24464.25,19235.304,279
Metals,2023,59170375.893,57991681.445,23256.75,18908.994,278
"Metals,Minerals",2010,7986838.402,7985396.2,325.0,1117.202,1
"Metals,Minerals",2011,7303151.336,7301789.5,354.0,1007.836,1
"Metals,Minerals",2012,6783331.464,6782056.5,316.0,958.964,1
"Metals,Minerals",2013,7387406.708,7386309.6,360.75,736.358,1
"Metals,Minerals",2014,5421539.142,5420382.0,329.0,828.142,1
"Metals,Minerals",2015,6218607.986,6217246.9,316.0,1045.086,1
"Metals,Minerals",2016,6893399.942,6892154.2,320.75,924.992,1
"Metals,Minerals",2017,6972176.484,6970944.7,320.5,911.284,1
"Metals,Minerals",2018,6360091.484,6358867.9,319.75,903.834,1
"Metals,Minerals",2019,6200941.828,6197625.8,370.0,2946.028,1
"Metals,Minerals",2020,6173199.148,6172266.7,246.75,685.698,1
"Metals,Minerals",2021,5616103.79,5615215.3,253.75,634.74,1
"Metals,Minerals",2022,5598566.494,5597557.1,226.25,783.144,1
"Metals,Minerals",2023,5783020.53,5781840.1,238.75,941.68,1
"Metals,Power Plants",2010,6766675.916,6603280.7,18205.75,31533.466,1
"Metals,Power Plants",2011,6875397.982,6709118.9,18182.0,31486.382,1
"Metals,Power Plants",2012,6528200.042,6398862.3,17233.75,29830.992,1
"Metals,Power Plants",2013,6608802.944,6486272.3,17412.5,30136.144,1
"Metals,Power Plants",2014,6777676.776,6561779.7,16171.75,27997.398,1
"Metals,Power Plants",2015,6827547.906,6628664.2,17756.5,30743.468,1
"Metals,Power Plants",2016,4457285.265,4383381.4,12238.0,21166.642,1
"Metals,Power Plants",2017,3467216.613,3425242.5,9693.0,16752.368,1
"Metals,Power Plants",2018,5379019.292,5231861.9,14682.5,25406.586,1
"Metals,Power Plants",2019,5235337.915,5085427.2,13822.0,23918.374,1
"Metals,Power Plants",2020,5963440.226,5797179.8,15922.5,27557.848,1
"Metals,Power Plants",2021,5724447.309,5558091.5,15308.25,26491.604,1
"Metals,Power Plants",2022,5466627.45,5223496.9,14851.25,25741.836,1
"Metals,Power Plants",2023,4867518.536,4784116.4,1247.25,23509.22,1
"Metals,Waste",2011,22207850.006,20387580.0,612657.25,4446.755999999999,19
"Metals,Waste",2012,22140169.198,20148734.1,637787.25,10810.248,18
"Metals,Waste",2013,22625230.198,20612013.4,619207.0,4541.818,18
"Metals,Waste",2014,21254753.269,19578430.4,627052.0,4380.004,18
"Metals,Waste",2015,15536771.225,14131535.1,614058.0,3527.724,18
"Metals,Waste",2016,12532374.874,11027252.8,611845.25,2514.226,17
"Metals,Waste",2017,12168984.44,10871587.200000001,566324.75,2546.112,17
"Metals,Waste",2018,13877505.193,12528344.5,565272.5,2758.5860000000002,17
"Metals,Waste",2019,14615880.466000002,13349593.6,579538.75,2916.228,17
"Metals,Waste",2020,12804720.507,11805360.5,576433.75,2778.254,17
"Metals,Waste",2021,14234631.684,13651706.799999999,579793.5,3131.384,17
"Metals,Waste",2022,14057700.672,13491841.600000001,562748.25,3110.822,15
"Metals,Waste",2023,14317825.110000001,13757529.8,557100.75,3194.56,15
Minerals,2010,100973274.174,100532100.5,119970.5,321203.174,357
Minerals,2011,100504257.468,100202675.8,110804.75,190776.918,355
Minerals,2012,104890897.49,104570322.0,114618.75,205956.74,357
Minerals,2013,108396078.262,108085654.0,114535.75,195888.512,366
Minerals,2014,113971187.298,113552158.3,125901.0,293127.998,369
Minerals,2015,112486968.148,112173778.7,114967.0,198222.448,369
Minerals,2016,108240490.23,107943186.3,110335.75,186968.18,362
Minerals,2017,111598450.75400001,111293502.6,111062.5,193885.654,365
Minerals,2018,113317488.064,113033713.2,104895.0,178879.864,374
Minerals,2019,112090790.17999999,111808121.2,104536.5,178132.48,372
Minerals,2020,107059159.884,106813145.9,90396.0,155617.984,370
Minerals,2021,111764484.626,111504939.4,95291.5,164253.726,365
Minerals,2022,111969384.028,111686976.6,116738.5,165668.928,371
Minerals,2023,106790998.19084582,106515685.31061046,123492.583111271,151820.29712408796,374
"Minerals,Waste",2011,3019947.276,2413687.2,596646.0,9614.076,10
"Minerals,Waste",2012,3206515.07,2600935.9,595770.5,9808.67,10
"Minerals,Waste",2013,3399121.06,2778717.8000000003,610123.75,10279.51,10
"Minerals,Waste",2014,3356801.6,2720329.9,626332.25,10139.45,10
"Minerals,Waste",2015,2926835.846,2269256.5,648899.5,8679.846,10
"Minerals,Waste",2016,2943405.366,2278812.1,656199.5,8393.766,10
"Minerals,Waste",2017,3148332.342,2473284.4,666218.5,8829.442,10
"Minerals,Waste",2018,3135681.63,2448907.8,677734.0,9039.83,10
"Minerals,Waste",2019,3117763.17,2413308.9,695480.0,8974.269999999999,10
"Minerals,Waste",2020,2690586.3880000003,1988529.0,694844.0,7213.388,9
"Minerals,Waste",2021,2893469.34,2195324.8,690216.25,7928.29,9
"Minerals,Waste",2022,3014313.568,2539304.8,465393.5,9615.268,9
"Minerals,Waste",2023,2810296.802,2421027.5,379972.0,9297.302,9
"Natural Gas and Natural Gas Liquids Suppliers,Other",2010,23575.464000000004,23510.8,29.5,35.164,6
"Natural Gas and Natural Gas Liquids Suppliers,Other",2011,86055.47200000001,85966.09999999999,40.5,48.872,3
"Natural Gas and Natural Gas Liquids Suppliers,Other",2012,3420.5879999999997,3417.2999999999997,1.5,1.788,2
"Natural Gas and Natural Gas Liquids Suppliers,Other",2013,2563.64,2560.9,1.25,1.49,2
"Natural Gas and Natural Gas Liquids Suppliers,Other",2014,280.748,280.2,0.25,0.298,1
"Natural Gas and Natural Gas Liquids Suppliers,Other",2015,48.4,48.4,0.0,0.0,1
"Natural Gas and Natural Gas Liquids Suppliers,Other",2016,295.048,294.5,0.25,0.298,1
"Natural Gas and Natural Gas Liquids Suppliers,Other",2017,358.148,357.6,0.25,0.298,1
"Natural Gas and Natural Gas Liquids Suppliers,Other",2018,306.848,306.3,0.25,0.298,1
"Natural Gas and Natural Gas Liquids Suppliers,Other",2019,189.2,189.2,0.0,0.0,1
"Natural Gas and Natural Gas Liquids Suppliers,Other",2020,280.448,279.9,0.25,0.298,1
"Natural Gas and Natural Gas Liquids Suppliers,Other",2021,3.2,3.2,0.0,0.0,1
"Natural Gas and Natural Gas Liquids Suppliers,Other",2022,1142.396,1141.3,0.5,0.596,1
"Natural Gas and Natural Gas Liquids Suppliers,Other",2023,2.1,2.1,0.0,0.0,1
"Natural Gas and Natural Gas Liquids Suppliers,Petroleum Product Suppliers,Petroleum and Natural Gas Systems",2012,248504.588,243105.2,5263.5,135.888,1
"Natural Gas and Natural Gas Liquids Suppliers,Petroleum Product Suppliers,Petroleum and Natural Gas Systems",2013,255894.302,250293.8,5459.25,141.252,1
"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",2010,10271879.44,10260070.598,4789.75,7019.092,77
"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",2011,13055806.013,12364451.889,670155.0,21199.124,94
"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",2012,13167345.143,12238587.935,918067.65,10689.557999999999,94
"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",2013,13264352.597,12593918.927,663500.7,6932.97,96
"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",2014,14911310.746,14135145.426,768137.2,8028.12,104
"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",2015,14615954.11201,14030301.38708,576511.67625,9141.04868,104
"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",2016,13382456.644,12822797.7,552476.25,7182.6939999999995,103
"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",2017,12905647.882,12292178.2,606575.75,6893.932,101
"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",2018,11667633.231874477,11096827.147511331,564649.4131690515,6156.671194095326,99
"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",2019,12322328.43503889,11877205.711969959,438255.8314742557,6866.891594676985,97
"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",2020,12268986.840081897,11893540.426526595,368828.06371376594,6618.3498415345875,97
"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",2021,11882138.20287223,11554767.468316711,321031.78940590384,6338.945149613929,92
"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",2022,12121883.587112576,11734985.758598072,377445.16157328687,9452.666941216054,89
"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",2023,12183974.508824673,11678347.397254582,499334.8148690048,6292.296701085254,88
"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems,Power Plants",2011,3744.488,3741.2,1.5,1.788,1
"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems,Power Plants",2013,1952169.788,1947014.5,4073.25,1082.038,1
"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems,Power Plants",2014,2025063.398,2021121.9,2928.0,1013.498,1
"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems,Power Plants",2015,1884048.46,1879617.1,3442.0,989.36,1
"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems,Power Plants",2016,1473127.378,1468559.0,3797.75,770.628,1
"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems,Power Plants",2017,1512395.782,1508978.1,2632.75,784.932,1
"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems,Power Plants",2018,1436339.492,1432287.7,3320.5,731.292,1
"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems,Power Plants",2019,1523196.046,1517269.4,5151.25,775.396,1
"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems,Power Plants",2020,1595870.954,1590446.8,4605.25,818.904,1
"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems,Power Plants",2021,1473037.4,1466886.4,5406.0,745.0,1
"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems,Power Plants",2022,1336167.452,1330425.1,5020.0,722.352,1
"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems,Power Plants",2023,1329606.782,1324991.5,3882.5,732.782,1
"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems,Suppliers of CO2",2010,49742.312,49690.8,23.5,28.012,1
"Natural Gas and Natural Gas Liquids Suppliers,Power Plants",2010,578456.264,571080.3,4182.0,3193.964,4
"Natural Gas and Natural Gas Liquids Suppliers,Power Plants",2011,416564.184,412418.6,1602.75,2542.834,3
"Natural Gas and Natural Gas Liquids Suppliers,Power Plants",2012,558259.108,550499.7,3007.5,4751.907999999999,4
"Natural Gas and Natural Gas Liquids Suppliers,Power Plants",2013,593981.458,587213.6,2194.75,4573.108,4
"Natural Gas and Natural Gas Liquids Suppliers,Power Plants",2014,612949.4580000001,607710.2,1396.25,3843.008,4
"Natural Gas and Natural Gas Liquids Suppliers,Power Plants",2015,572829.678,567694.3,1347.5,3787.8779999999997,4
"Natural Gas and Natural Gas Liquids Suppliers,Power Plants",2016,557405.1699999999,552111.0,1296.5,3997.67,4
"Natural Gas and Natural Gas Liquids Suppliers,Power Plants",2017,393846.034,388989.9,1166.0,3690.134,4
"Natural Gas and Natural Gas Liquids Suppliers,Power Plants",2018,356196.94,352991.3,879.75,2325.8900000000003,3
"Natural Gas and Natural Gas Liquids Suppliers,Power Plants",2019,250531.664,248823.59999999998,466.0,1242.0639999999999,3
"Natural Gas and Natural Gas Liquids Suppliers,Power Plants",2020,159539.658,158654.2,238.5,646.9580000000001,3
"Natural Gas and Natural Gas Liquids Suppliers,Power Plants",2021,148046.972,147316.5,212.25,518.222,3
"Natural Gas and Natural Gas Liquids Suppliers,Power Plants",2022,192336.566,191351.19999999998,242.75,742.616,3
"Natural Gas and Natural Gas Liquids Suppliers,Power Plants",2023,185701.146,184765.5,197.5,738.146,3
Other,2010,81006359.32248212,80479314.021943,164029.5662739645,363015.73426516406,994
Other,2011,106905876.58672874,60604618.17401339,40762147.22261211,389825.31829373626,1060
Other,2012,104657477.21850465,60949730.72241486,38649360.98505078,340269.8029423075,1103
Other,2013,106580713.880018,61015902.3,40857772.25,317367.616,1122
Other,2014,110052790.468859,63585347.4,40823052.25,359165.692,1156
Other,2015,111512204.4980905,62113121.7,43694148.75,365067.88,1156
Other,2016,106243786.8303465,61667692.5,38990521.0,351862.308,1103
Other,2017,104360856.9205692,60915813.9,37940598.5,382034.808,1069
Other,2018,104530409.364085,62847276.4,35823101.25,393115.64,1085
Other,2019,102713798.3330001,62399405.6,34917396.5,369958.656,1081
Other,2020,95469127.7329053,59192928.4,30869054.75,413787.006,1075
Other,2021,97467173.2140636,62318682.4,29379630.0,433242.532,1063
Other,2022,95372290.9272474,63527346.5,26312147.25,430422.85599999997,1079
Other,2023,94852955.4205754,61189979.18721472,28843731.010486957,406687.62343921873,1064
"Other,Petroleum Product Suppliers,Power Plants,Refineries",2021,6782152.256,6730640.4,39108.5,12403.356,1
"Other,Petroleum Product Suppliers,Power Plants,Refineries",2022,7439548.832,7381671.6,43913.25,13963.982,1
"Other,Petroleum Product Suppliers,Power Plants,Refineries",2023,6633324.474,6583676.9,38051.5,11596.074,1
"Other,Petroleum and Natural Gas Systems",2015,58593.928,58401.600000000006,159.25,33.078,2
"Other,Petroleum and Natural Gas Systems",2016,42178.742,42061.2,94.0,23.542,2
"Other,Petroleum and Natural Gas Systems",2017,46041.776,45924.100000000006,91.75,25.926000000000002,2
"Other,Petroleum and Natural Gas Systems",2018,54458.796,54225.9,202.5,30.396,2
"Other,Petroleum and Natural Gas Systems",2019,25392.604,25292.800000000003,85.5,14.304,2
"Other,Petroleum and Natural Gas Systems",2020,29392.89,29074.5,302.0,16.39,2
"Other,Petroleum and Natural Gas Systems",2021,37513.111999999994,36929.8,562.75,20.561999999999998,2
"Other,Petroleum and Natural Gas Systems",2022,37857.566,35465.1,2372.5,19.966,3
"Other,Petroleum and Natural Gas Systems",2023,51235.224,49213.2,2003.25,18.774,4
"Other,Power Plants",2011,8081469.468,8041397.1,14976.0,25096.368,10
"Other,Power Plants",2012,6500506.496,6474925.0,9697.5,15883.996000000001,10
"Other,Power Plants",2013,16307918.474,16173213.2,69722.5,64982.774,10
"Other,Power Plants",2014,15198778.562,15062328.2,68940.25,67510.11200000001,8
"Other,Power Plants",2015,16574103.185999999,16406130.900000002,92717.75,75254.53600000001,8
"Other,Power Plants",2016,15711456.273999998,15530363.600000001,110544.75,70547.924,9
"Other,Power Plants",2017,15460069.308,15283066.2,105976.0,71027.108,9
"Other,Power Plants",2018,17696625.322,17500039.5,122998.0,73587.822,10
"Other,Power Plants",2019,17315702.882000003,17136960.2,104016.5,74726.182,10
"Other,Power Plants",2020,16298156.914,16123422.799999999,108163.0,66571.114,10
"Other,Power Plants",2021,18077665.812,17898726.6,106899.5,72039.712,8
"Other,Power Plants",2022,16201521.874,16000703.799999999,137407.25,63410.82399999999,7
"Other,Power Plants",2023,15843790.984000001,15659290.9,121575.0,62925.084,7
"Other,Suppliers of CO2",2010,8157570.0,8117738.2,14695.5,25136.300000000003,43
"Other,Suppliers of CO2",2011,1684393.744,1679775.6,1637.25,2980.8940000000002,25
"Other,Suppliers of CO2",2012,1602168.584,1598428.1,1257.25,2483.234,25
"Other,Suppliers of CO2",2013,1788120.712,1784176.6,1360.75,2583.362,28
"Other,Suppliers of CO2",2014,1834219.148,1830826.1,1381.25,2011.798,28
"Other,Suppliers of CO2",2015,1935402.1840000001,1932660.5999999999,1167.25,1574.334,28
"Other,Suppliers of CO2",2016,1723926.842,1722093.9,826.0,1006.942,23
"Other,Suppliers of CO2",2017,1735235.24,1733356.7,841.5,1037.04,24
"Other,Suppliers of CO2",2018,2045730.8260000001,2043562.7,980.0,1188.126,26
"Other,Suppliers of CO2",2019,2640413.46,2637597.3,1275.5,1540.66,31
"Other,Suppliers of CO2",2020,2450895.492,2448307.8,1171.0,1416.692,35
"Other,Suppliers of CO2",2021,2784489.15,2781519.6,1338.0,1631.55,37
"Other,Suppliers of CO2",2022,3055745.612,3052493.4,1466.0,1786.212,38
"Other,Suppliers of CO2",2023,3110359.604,3107100.9,1478.75,1779.954,38
"Other,Suppliers of CO2,Waste",2011,6961546.746,6545517.3,403490.5,12538.946,19
"Other,Suppliers of CO2,Waste",2012,6418556.448,6230355.7,27571.0,160629.74800000002,20
"Other,Suppliers of CO2,Waste",2013,6045093.472,6004526.199999999,20537.5,20029.772,19
"Other,Suppliers of CO2,Waste",2014,3289014.96,3269528.1,12351.25,7135.61,17
"Other,Suppliers of CO2,Waste",2015,2660577.638,2647953.0,8689.25,3935.388,15
"Other,Suppliers of CO2,Waste",2016,6821966.218,6768148.3,31001.25,22816.667999999998,16
"Other,Suppliers of CO2,Waste",2017,2506797.614,2498631.6,6618.5,1547.514,14
"Other,Suppliers of CO2,Waste",2018,2818541.068,2808734.8,8125.25,1681.018,14
"Other,Suppliers of CO2,Waste",2019,2288054.14,2279184.6,7497.25,1372.29,12
"Other,Suppliers of CO2,Waste",2020,2036732.722,2028654.2,6822.75,1255.772,11
"Other,Suppliers of CO2,Waste",2021,2028791.734,2019379.3,8188.25,1224.184,9
"Other,Suppliers of CO2,Waste",2022,2019309.19,2008647.4,9438.5,1223.29,9
"Other,Suppliers of CO2,Waste",2023,2146117.094,2136581.1,8246.25,1289.7440000000001,9
"Other,Waste",2011,19401384.532,17223331.8,2126242.75,51809.981999999996,149
"Other,Waste",2012,17234622.946,15040594.6,2144075.5,49952.846,141
"Other,Waste",2013,17296942.482,15062952.9,2170647.0,63342.582,141
"Other,Waste",2014,21101236.904,18003354.1,3039237.0,58645.804,140
"Other,Waste",2015,19376938.018,16902411.0,2421905.0,52788.018,133
"Other,Waste",2016,18448597.164,16198645.4,2199457.75,50494.014,126
"Other,Waste",2017,17671609.319,15527136.5,2101030.975,43441.844,124
"Other,Waste",2018,17758709.41,15500872.8,2215402.9,42433.71,122
"Other,Waste",2019,16748746.67,14447533.5,2258587.25,42625.92,112
"Other,Waste",2020,15264452.512,13021022.0,2206078.0,37352.512,112
"Other,Waste",2021,14435246.522,12258476.700000001,2137638.25,39131.572,107
"Other,Waste",2022,14298933.22,12117137.5,2144764.75,37030.97,107
"Other,Waste",2023,13620765.242,11616214.5,1968834.25,35716.492,110
"Petroleum Product Suppliers,Petroleum and Natural Gas Systems",2010,2067.066,2060.0,2.0,5.066,1
