sector,year,total_emissions,co2,ch4,n2o,facility_count
"Petroleum Product Suppliers,Petroleum and Natural Gas Systems",2012,477004.06799999997,476875.00000000006,57.25,71.81800000000001,3
"Petroleum Product Suppliers,Petroleum and Natural Gas Systems",2013,347332.17799999996,347218.8,50.5,62.878,3
"Petroleum Product Suppliers,Petroleum and Natural Gas Systems",2014,409003.24000000005,408826.19999999995,71.25,105.78999999999999,5
"Petroleum Product Suppliers,Petroleum and Natural Gas Systems",2015,328426.45399999997,328306.5,53.5,66.454,4
"Petroleum Product Suppliers,Petroleum and Natural Gas Systems",2016,61389.684,61319.3,30.75,39.634,3
"Petroleum Product Suppliers,Petroleum and Natural Gas Systems",2017,74992.63,74907.7,37.25,47.68,3
"Petroleum Product Suppliers,Petroleum and Natural Gas Systems",2018,375736.79800000007,374911.79999999993,258.5,566.4979999999999,5
"Petroleum Product Suppliers,Petroleum and Natural Gas Systems",2019,276516.226,275850.5,200.25,465.476,5
"Petroleum Product Suppliers,Petroleum and Natural Gas Systems",2020,231620.53600000002,231062.8,168.25,389.48600000000005,3
"Petroleum Product Suppliers,Petroleum and Natural Gas Systems",2021,298572.80799999996,297849.89999999997,217.5,505.408,4
"Petroleum Product Suppliers,Petroleum and Natural Gas Systems",2022,250547.056,249931.6,184.25,431.206,3
"Petroleum Product Suppliers,Petroleum and Natural Gas Systems",2023,264819.036,264167.5,195.0,456.53599999999994,3
"Petroleum Product Suppliers,Power Plants,Refineries",2010,7627297.27,7575614.1,33828.5,17854.67,1
"Petroleum Product Suppliers,Power Plants,Refineries",2012,7276497.55,7222665.4,36384.25,17447.9,1
"Petroleum Product Suppliers,Power Plants,Refineries",2013,7296911.898,7245011.0,39585.75,12315.148,1
"Petroleum Product Suppliers,Power Plants,Refineries",2014,7229059.9,7178186.5,39348.25,11525.15,1
"Petroleum Product Suppliers,Power Plants,Refineries",2015,7192877.502,7143694.6,36846.0,12336.902,1
"Petroleum Product Suppliers,Power Plants,Refineries",2016,7195194.156,7142485.5,33086.25,19622.406,1
"Petroleum Product Suppliers,Power Plants,Refineries",2017,7115794.78,7063742.7,32768.5,19283.58,1
"Petroleum Product Suppliers,Power Plants,Refineries",2018,6973092.116,6923111.9,38189.25,11790.966,1
"Petroleum Product Suppliers,Power Plants,Refineries",2019,7655594.264,7601175.1,39521.25,14897.914,1
"Petroleum Product Suppliers,Power Plants,Refineries",2020,6558089.82,6506822.4,39633.5,11633.92,1
"Petroleum Product Suppliers,Power Plants,Refineries,Suppliers of CO2",2021,3306960.116,3297457.2,3627.25,5875.666,1
"Petroleum Product Suppliers,Power Plants,Refineries,Suppliers of CO2",2022,3680307.136,3667359.5,4832.5,8115.136,1
"Petroleum Product Suppliers,Power Plants,Refineries,Suppliers of CO2",2023,3416063.078,3405472.5,3964.25,6626.328,1
"Petroleum Product Suppliers,Pulp and Paper,Waste",2011,195922.404,140678.3,39741.25,15502.854,1
"Petroleum Product Suppliers,Pulp and Paper,Waste",2012,171377.672,115964.8,39495.5,15917.372,1
"Petroleum Product Suppliers,Refineries",2010,50796879.066,50433914.552999996,218767.975,144196.538,53
"Petroleum Product Suppliers,Refineries",2011,58923918.167,58473120.536,290288.275,160509.356,55
"Petroleum Product Suppliers,Refineries",2012,61822690.09,61372429.72,281126.0,169134.37,70
"Petroleum Product Suppliers,Refineries",2013,63332065.156,62874306.866,277496.6,180261.69,70
"Petroleum Product Suppliers,Refineries",2014,66164804.82,65695577.91,277696.35,191530.56,68
"Petroleum Product Suppliers,Refineries",2015,66402111.672,65913089.6,296383.25,192638.822,70
"Petroleum Product Suppliers,Refineries",2016,66629973.956,66165658.1,275459.25,188856.606,69
"Petroleum Product Suppliers,Refineries",2017,66496864.982,66047532.4,257626.5,191706.082,70
"Petroleum Product Suppliers,Refineries",2018,66868513.716,66369341.0,308097.5,191075.21600000001,68
"Petroleum Product Suppliers,Refineries",2019,64524278.552,64045404.8,296766.25,182107.502,68
"Petroleum Product Suppliers,Refineries",2020,56142321.014,55698667.7,278958.25,164695.06399999998,69
"Petroleum Product Suppliers,Refineries",2021,59972215.352,59513061.8,285621.0,173532.552,69
"Petroleum Product Suppliers,Refineries",2022,64511680.304,64036770.1,293436.25,181473.954,72
"Petroleum Product Suppliers,Refineries",2023,63995988.91,63521331.4,295449.25,179208.26,71
"Petroleum Product Suppliers,Refineries,Waste",2011,880806.238,868744.2,9899.75,2162.288,1
"Petroleum Product Suppliers,Refineries,Waste",2012,850721.584,841178.7,7491.75,2051.134,1
"Petroleum Product Suppliers,Refineries,Waste",2013,781999.838,777650.7,2462.5,1886.638,1
"Petroleum Product Suppliers,Refineries,Waste",2014,715707.724,709084.7,4704.5,1918.524,1
"Petroleum Product Suppliers,Refineries,Waste",2015,836507.096,829469.1,4787.5,2250.496,1
"Petroleum Product Suppliers,Refineries,Waste",2016,720536.574,711526.1,7010.0,2000.474,1
"Petroleum Product Suppliers,Refineries,Waste",2017,708377.416,700879.1,5407.25,2091.066,1
"Petroleum Product Suppliers,Refineries,Waste",2018,703881.522,697086.3,4749.75,2045.472,1
"Petroleum Product Suppliers,Refineries,Waste",2019,760152.382,751170.9,6788.5,2192.982,1
"Petroleum Product Suppliers,Refineries,Waste",2020,633712.418,624448.1,7330.0,1934.318,1
"Petroleum Product Suppliers,Refineries,Waste",2021,710450.844,703487.6,4854.0,2109.244,1
"Petroleum Product Suppliers,Refineries,Waste",2022,642476.434,633510.4,7011.75,1954.284,1
"Petroleum Product Suppliers,Refineries,Waste",2023,733267.452,723226.6,8014.75,2026.102,1
Petroleum and Natural Gas Systems,2010,65453583.474,65368946.176,33917.4,50719.898,886
Petroleum and Natural Gas Systems,2011,94207776.098,84877422.15,9271327.3,59026.648,1168
Petroleum and Natural Gas Systems,2012,96164522.99,86502715.308,9610400.0,51407.682,1287
Petroleum and Natural Gas Systems,2013,93754182.192,84165789.479,9539720.075,48672.638,1373
Petroleum and Natural Gas Systems,2014,96540318.077,87028173.343,9463434.25,48710.484,1525
Petroleum and Natural Gas Systems,2015,98199164.7572,89308925.85524,8838530.681,51708.22096,1563
Petroleum and Natural Gas Systems,2016,76198630.258,67163619.1,8995542.25,39468.908,1085
Petroleum and Natural Gas Systems,2017,79745253.776,71323819.6,8379502.0,41932.176,1082
Petroleum and Natural Gas Systems,2018,91771711.6652069,82850613.11070432,8872791.885486972,48306.66901560971,1136
Petroleum and Natural Gas Systems,2019,101532812.3004322,92606810.62831903,8861060.770998886,64940.9011142885,1186
Petroleum and Natural Gas Systems,2020,98465937.2324709,90715063.53684315,7684591.433942442,66282.26168530517,1205
Petroleum and Natural Gas Systems,2021,101955306.08859208,94758855.05793788,7130422.651735647,66028.3789185565,1206
Petroleum and Natural Gas Systems,2022,108417952.9284745,100917018.726783,7442953.527070009,57980.67462148321,1188
Petroleum and Natural Gas Systems,2023,109440511.90610573,102401372.85057718,6979731.137531593,59407.91799696575,1172
"Petroleum and Natural Gas Systems,Power Plants",2011,5084356.844,5061480.100000001,9257.25,13619.493999999999,4
"Petroleum and Natural Gas Systems,Power Plants",2012,5990668.682,5962720.3,10542.5,17405.882,4
"Petroleum and Natural Gas Systems,Power Plants",2013,5318949.5600000005,5292745.1,11298.5,14905.960000000001,4
"Petroleum and Natural Gas Systems,Power Plants",2014,5770057.816,5738305.699999999,14656.75,17095.366,4
"Petroleum and Natural Gas Systems,Power Plants",2015,5533257.728,5499771.5,16303.25,17182.978,4
"Petroleum and Natural Gas Systems,Power Plants",2016,3314813.824,3286847.9,14969.25,12996.673999999999,3
"Petroleum and Natural Gas Systems,Power Plants",2017,3580744.102,3558286.2,9860.25,12597.652,3
"Petroleum and Natural Gas Systems,Power Plants",2018,2642042.352,2620747.5,8056.5,13238.352,2
"Petroleum and Natural Gas Systems,Power Plants",2019,2257866.836,2239235.0,7231.25,11400.586,2
"Petroleum and Natural Gas Systems,Power Plants",2020,2487581.486,2464852.9,9428.25,13300.336,2
"Petroleum and Natural Gas Systems,Power Plants",2021,2299866.024,2277237.1,11010.5,11618.424,2
"Petroleum and Natural Gas Systems,Power Plants",2022,1702768.164,1687147.3,6638.25,8982.614,1
"Petroleum and Natural Gas Systems,Power Plants",2023,3176984.162,3156161.3,9746.5,11076.362000000001,2
"Petroleum and Natural Gas Systems,Suppliers of CO2",2010,3001153.363,2999374.069,780.1,999.194,14
"Petroleum and Natural Gas Systems,Suppliers of CO2",2011,1045334.501,968135.451,76960.65,238.4,9
"Petroleum and Natural Gas Systems,Suppliers of CO2",2012,613272.007,558019.252,55048.625,204.13,7
"Petroleum and Natural Gas Systems,Suppliers of CO2",2013,1164639.5019999999,1052701.3,111677.75,260.452,6
"Petroleum and Natural Gas Systems,Suppliers of CO2",2014,990426.272,898925.7999999999,91243.0,257.472,8
"Petroleum and Natural Gas Systems,Suppliers of CO2",2015,835851.534,724939.8,110663.5,248.234,7
"Petroleum and Natural Gas Systems,Suppliers of CO2",2016,1450410.308,1355789.8,94390.75,229.758,8
"Petroleum and Natural Gas Systems,Suppliers of CO2",2017,1418624.578,1322883.1,95470.0,271.478,9
"Petroleum and Natural Gas Systems,Suppliers of CO2",2018,945785.072,854497.5,90970.5,317.072,10
"Petroleum and Natural Gas Systems,Suppliers of CO2",2019,763269.206,715219.9,47782.0,267.306,9
"Petroleum and Natural Gas Systems,Suppliers of CO2",2020,791360.382,629964.1,161185.0,211.28199999999998,9
"Petroleum and Natural Gas Systems,Suppliers of CO2",2021,1170916.932,1084698.5,85992.25,226.182,7
"Petroleum and Natural Gas Systems,Suppliers of CO2",2022,661704.026,565707.8,95791.5,204.726,7
"Petroleum and Natural Gas Systems,Suppliers of CO2",2023,702344.596,660205.7,41885.0,253.896,9
Power Plants,2010,2295212418.73904,2281161772.06956,4391406.575079881,9659240.094399864,1569
Power Plants,2011,2136856941.4494953,2124084287.9199486,3945269.660853961,8827383.868692767,1558
Power Plants,2012,1995041137.172,1983789227.2,3471662.2,7780247.772,1574
Power Plants,2013,2006485538.2514496,1994961468.2558649,3496033.59594749,8028036.399637248,1542
Power Plants,2014,1997660260.6128547,1985955074.9585907,3770303.936781215,7934881.717482808,1514
Power Plants,2015,1874087887.088517,1863744027.0706494,3390644.466850319,6953215.55101706,1451
Power Plants,2016,1770801108.2550318,1761431778.868292,2993480.52126039,6375848.865479385,1373
Power Plants,2017,1696136063.7072654,1687001895.201288,2975507.967387485,6158660.538589682,1340
Power Plants,2018,1710453798.6273994,1701656845.114038,2877614.54354753,5919338.969814076,1354
Power Plants,2019,1577764617.4135945,1570147771.7705154,2523087.85363532,5093757.789443638,1334
Power Plants,2020,1424970597.8241765,1418620473.346932,2101728.029555245,4248396.447689333,1305
Power Plants,2021,1521330116.395053,1514160502.837604,2348234.429110245,4821379.128338675,1307
Power Plants,2022,1513772871.414518,1506915591.2966344,2282513.01237086,4574767.105512872,1303
Power Plants,2023,1403940313.3861656,1398127521.3746989,1965076.7647279701,3847715.246738784,1290
"Power Plants,Refineries",2011,7079397.05,7024758.5,37511.0,17127.55,1
"Power Plants,Suppliers of CO2",2010,12131023.81,12040700.299999999,33034.5,57289.01,3
"Power Plants,Suppliers of CO2",2011,3092397.526,3046862.0,16655.75,28879.775999999998,2
"Power Plants,Suppliers of CO2",2012,12140137.752,12061711.7,28973.25,49452.801999999996,3
"Power Plants,Suppliers of CO2",2013,12187769.218,12112963.8,25131.5,49673.918000000005,3
"Power Plants,Suppliers of CO2",2014,11973576.404,11900554.5,24672.0,48349.904,3
"Power Plants,Suppliers of CO2",2015,10875606.826,10804464.4,26267.5,44874.926,3
"Power Plants,Suppliers of CO2",2016,24307492.52,24140624.9,61393.5,105474.12,4
"Power Plants,Suppliers of CO2",2017,25347128.966,25164872.299999997,67052.25,115204.416,4
"Power Plants,Suppliers of CO2",2018,25366345.536,25180559.6,68386.75,117399.186,4
"Power Plants,Suppliers of CO2",2019,22474582.358000003,22316208.5,58329.0,100044.85800000001,4
"Power Plants,Suppliers of CO2",2020,12680249.906,12583388.4,35496.75,61364.756,3
"Power Plants,Suppliers of CO2",2021,15323195.095999999,15210456.7,41337.0,71401.396,2
"Power Plants,Suppliers of CO2",2022,13842317.15,13740636.799999999,37290.0,64390.350000000006,2
"Power Plants,Suppliers of CO2",2023,10892394.824000001,10811029.9,29851.75,51513.174,2
"Power Plants,Waste",2010,6681780.45,6629116.9,19444.0,33219.55,1
"Power Plants,Waste",2011,46109377.096,45646288.9,233828.75,229259.446,6
"Power Plants,Waste",2012,47482361.087,47008584.2,236674.975,237101.91199999998,6
"Power Plants,Waste",2013,44075253.317999996,43518255.9,334714.45,222282.968,7
"Power Plants,Waste",2014,47179955.588,46594219.699999996,340249.15,245486.738,7
"Power Plants,Waste",2015,41545705.049,41014579.800000004,319891.525,211233.72400000002,8
"Power Plants,Waste",2016,39097067.672,38584970.0,313521.2,198576.472,9
"Power Plants,Waste",2017,36460720.513,35975714.8,301182.625,183823.088,9
"Power Plants,Waste",2018,38148151.343,37660508.300000004,298691.375,188951.668,9
"Power Plants,Waste",2019,25330281.838,24959674.8,253692.4,116914.63799999999,9
"Power Plants,Waste",2020,23056768.658,22703834.3,249551.9,103382.458,8
"Power Plants,Waste",2021,25206208.552,24836676.2,254370.55,115161.802,8
"Power Plants,Waste",2022,23981536.667999998,23626621.6,246043.45,108871.618,8
"Power Plants,Waste",2023,22513782.803,22205081.0,223522.675,85179.128,7
Pulp and Paper,2010,43822112.352,41006643.9,979714.25,1835754.202,222
Pulp and Paper,2011,16884720.718,16133321.3,267725.75,483673.668,137
Pulp and Paper,2012,16384039.012,15643850.6,262749.5,477438.912,134
Pulp and Paper,2013,15099742.652,14849506.3,74141.0,176095.35199999998,138
Pulp and Paper,2014,15688798.098,15468682.9,53592.5,166522.698,140
Pulp and Paper,2015,15615945.228,15412961.5,48758.0,154225.728,140
Pulp and Paper,2016,14335334.28,14162483.1,42354.0,130497.18,135
Pulp and Paper,2017,13422877.312,13264957.7,38110.5,119809.112,132
Pulp and Paper,2018,13442907.094,13288472.3,36411.0,118023.794,128
Pulp and Paper,2019,12950714.612,12806291.4,33829.75,110593.462,131
Pulp and Paper,2020,12964192.97,12829704.6,31733.5,102754.87,132
Pulp and Paper,2021,12912380.804,12791290.2,28592.0,92498.604,126
Pulp and Paper,2022,12581749.996,12460571.8,28291.0,92887.196,120
Pulp and Paper,2023,12283035.876520028,12166673.771110361,27112.31695822955,89249.78845143787,119
"Pulp and Paper,Suppliers of CO2",2010,2405179.702,2207752.0,69399.75,128027.952,9
"Pulp and Paper,Suppliers of CO2",2011,259031.59000000003,242179.4,5929.0,10923.189999999999,2
"Pulp and Paper,Suppliers of CO2",2012,261071.942,243906.30000000002,6019.25,11146.392,2
"Pulp and Paper,Suppliers of CO2",2013,187547.126,181958.7,2098.25,3490.176,1
"Pulp and Paper,Suppliers of CO2",2014,137932.104,133997.0,762.0,3173.104,1
"Pulp and Paper,Suppliers of CO2",2015,150743.046,146655.6,786.5,3300.946,1
"Pulp and Paper,Suppliers of CO2",2016,168043.14,163801.1,821.0,3421.04,1
"Pulp and Paper,Suppliers of CO2",2017,179059.19,175054.0,792.75,3212.44,1
"Pulp and Paper,Suppliers of CO2",2018,164948.704,160698.5,831.25,3418.954,1
"Pulp and Paper,Suppliers of CO2",2019,164000.67,159952.2,803.25,3245.22,1
"Pulp and Paper,Suppliers of CO2",2020,154517.582,150558.7,782.5,3176.382,1
"Pulp and Paper,Suppliers of CO2",2021,156404.856,152197.1,804.0,3403.756,1
"Pulp and Paper,Suppliers of CO2",2022,155242.292,151093.0,810.5,3338.792,1
"Pulp and Paper,Suppliers of CO2",2023,153116.758,150067.9,487.25,2561.608,1
"Pulp and Paper,Suppliers of CO2,Waste",2011,2284141.98,1936230.2,257622.25,90289.53,6
"Pulp and Paper,Suppliers of CO2,Waste",2012,2350512.702,1936557.4,329077.75,84877.552,6
"Pulp and Paper,Suppliers of CO2,Waste",2013,2188805.316,1951044.2000000002,213253.0,24508.116,6
"Pulp and Paper,Suppliers of CO2,Waste",2014,2657605.2260000003,2329451.3,295869.5,32284.426,7
"Pulp and Paper,Suppliers of CO2,Waste",2015,2612733.52,2288275.8,297558.75,26898.97,7
"Pulp and Paper,Suppliers of CO2,Waste",2016,2549277.13,2232756.5,297058.25,19462.38,7
"Pulp and Paper,Suppliers of CO2,Waste",2017,2444569.372,2129899.1,295124.75,19545.522,7
"Pulp and Paper,Suppliers of CO2,Waste",2018,2377679.586,2060740.7999999998,298043.5,18895.286,7
"Pulp and Paper,Suppliers of CO2,Waste",2019,1871237.496,1575522.7,284159.25,11555.546,6
"Pulp and Paper,Suppliers of CO2,Waste",2020,1250852.488,1005696.7,235431.75,9724.038,4
"Pulp and Paper,Suppliers of CO2,Waste",2021,1034222.5560000001,789599.9,234648.0,9974.656,4
"Pulp and Paper,Suppliers of CO2,Waste",2022,825369.4,599789.4,216900.75,8679.25,3
"Pulp and Paper,Suppliers of CO2,Waste",2023,709742.1020000001,482850.10000000003,218481.25,8410.752,3
"Pulp and Paper,Waste",2011,30352866.07,22745551.8,6275853.25,1331461.02,87
"Pulp and Paper,Waste",2012,29165235.298,21821544.6,5995933.25,1347757.448,87
"Pulp and Paper,Waste",2013,27083315.446,21596023.1,5049269.0,438023.346,86
"Pulp and Paper,Waste",2014,25894382.98,20532497.3,4935809.75,426075.93,84
"Pulp and Paper,Waste",2015,25061667.058000002,19801983.9,4858256.0,401427.158,82
"Pulp and Paper,Waste",2016,25128238.716000002,20245276.3,4498403.25,384559.166,82
"Pulp and Paper,Waste",2017,23572443.476,19132362.5,4063614.0,376466.976,82
"Pulp and Paper,Waste",2018,23910516.796,19547728.6,3999801.25,362986.946,83
"Pulp and Paper,Waste",2019,24563885.086,20208553.5,4012443.25,342888.336,84
"Pulp and Paper,Waste",2020,24699148.584,20410012.8,3961504.75,327631.034,85
"Pulp and Paper,Waste",2021,24929002.228,20691815.0,3909302.0,327885.228,84
"Pulp and Paper,Waste",2022,23852432.214,19648246.0,3875241.0,328945.214,85
"Pulp and Paper,Waste",2023,22559149.023105673,18446820.7747706,3816271.927106096,296056.32122897904,85
Refineries,2010,27721686.678,27519997.6,137064.5,64624.578,35
Refineries,2011,17170168.076,17057953.5,72316.25,39898.326,33
Refineries,2012,6805127.088,6749083.3,34325.25,21718.538,14
Refineries,2013,6565491.812,6505338.1,39146.5,21007.212,14
Refineries,2014,6900126.723999999,6844532.7,35274.0,20320.024,14
Refineries,2015,6699419.924,6649578.5,32896.25,16945.174,13
Refineries,2016,6396632.109999999,6348167.800000001,32418.5,16045.81,12
Refineries,2017,6414654.399999999,6368613.0,29785.5,16255.9,11
Refineries,2018,5977802.108,5940799.7,22081.25,14921.158000000001,8
Refineries,2019,5904310.986,5866383.1,23145.0,14782.885999999999,7
Refineries,2020,4861760.0,4832666.2,17032.25,12061.55,7
Refineries,2021,4987843.782,4958015.9,17562.5,12265.382,7
Refineries,2022,3756725.508,3731873.0,15794.5,9058.008,6
Refineries,2023,3625841.3200000003,3601752.9000000004,15620.75,8467.67,4
"Refineries,Waste",2018,488049.836,478763.7,7838.75,1447.386,1
"Refineries,Waste",2019,497273.616,488369.4,7394.25,1509.966,1
"Refineries,Waste",2020,443277.622,434957.0,6930.75,1389.872,1
"Refineries,Waste",2021,482168.0,474133.8,6611.25,1422.95,1
"Refineries,Waste",2022,490237.992,482513.4,6293.0,1431.592,1
"Refineries,Waste",2023,491480.394,483548.7,6448.25,1483.444,1
Unknown,2023,0.0,0.0,0.0,0.0,8737
Waste,2010,110906920.04637,9377028.734143,101177957.953875,351933.358352,1303
Waste,2011,104597358.020881,10110980.323756,94134059.300125,352318.397,1328
Waste,2012,105345844.979974,10256326.653607,94733238.301275,356280.025092,1342
Waste,2013,102074354.964,10541907.4,91179394.15,353053.414,1331
Waste,2014,101757235.46,10574883.6,90829871.5,352480.36,1328
Waste,2015,100823646.186,10830207.9,89642086.75,351351.536,1255
Waste,2016,97580222.978,11121566.3,86100256.25,358400.428,1228
Waste,2017,96181932.442,10101938.9,85735593.75,344399.792,1223
Waste,2018,98326041.964,10468221.8,87505921.5,351898.664,1223
Waste,2019,99740139.977773,10118240.069773,89279178.75,342721.158,1213
Waste,2020,95519562.958,10326029.7,84858277.0,335256.25800000003,1212
Waste,2021,93505944.536,9885667.9,83282201.0,338075.636,1208
Waste,2022,91762509.178226,9952619.078688,81491353.91945,318536.180088,1203
Waste,2023,92215519.07936889,9777495.99,82127848.5973689,310174.492,1196
