state,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,GU,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VA,VI,VT,WA,WI,WV,WY
NY,0.6063099590453547,-0.29784145267827544,0.12899485684196202,-0.7909948295781059,0.4868787161649245,0.7090116974401356,0.45003992549365496,0.5557921539930796,0.2500092316018613,-0.5974576055493859,-0.30434004847615004,0.4556188228808237,0.3402084165684586,-0.14196379315151794,0.4866494120959987,-0.0326013943616693,-0.5004773112965619,-0.09191271012783003,-0.6325362820296507,-0.07691322961719516,0.6370153875821196,0.30650791347943995,0.3634494113679929,0.23874958233552498,0.6256360783106762,-0.7383871631155785,-0.3723224734309311,-0.4109000220289381,-0.23474013638771862,-0.48471169284764604,0.08107171954053319,0.426990554487222,0.7326833636370743,0.36618764676024823,0.0491858239187892,0.9999999999999998,-0.13719159886266213,-0.29483014866056145,0.44506192253404314,-0.007974963476783474,-0.38894252318039035,0.3053346300563808,0.21468195026471967,0.6020169633442217,0.22364512239221662,-0.04786484843269681,-0.437362121114414,0.19154755728120432,0.07015248943560631,0.03695260914251014,0.491846172006127,0.41099844665530616,-0.3708014491078095,-0.46939839505238
OH,-0.7062382007263515,0.576198580450849,-0.5573359597904083,0.084262379061734,0.6908511335876639,-0.16001764708191116,-0.5944908515955587,-0.5502952768737734,-0.8175812884833656,0.3118002209415603,0.5424928476470212,-0.7011639891834607,-0.8267325534804129,-0.04883644305784063,-0.6709774194014166,0.9280023395146076,0.8484809429649723,-0.4601546583755063,0.6283452384047056,0.7627853878510907,-0.6394479456452219,-0.8181159054759033,-0.8434768654143804,0.8800450846230902,-0.2711400965821481,0.38037778460769356,-0.1818542445460779,-0.2837752089607912,0.42299569698809714,-0.07454696129606032,-0.5464517437321886,-0.8181600142863376,-0.6791472797217196,-0.6413422176609676,-0.4718216748376254,-0.13719159886266213,0.9999999999999999,0.05181087087007943,-0.8417272537238122,0.7970842216373912,-0.46620595012110844,-0.7194601698775178,-0.5542873051022391,-0.781406788434336,-0.16003507259794672,0.9685058954263573,-0.20909989588521458,-0.06797596914798754,-0.5414599862323277,-0.4133786312838403,-0.8617888903641545,-0.05406801828291958,0.32525969540167504,0.14409029238331156
OK,-0.5173171974653012,-0.12294804662747051,0.6602018992639002,0.22743154168131174,-0.11368187676091654,-0.8614151954043219,-0.2542149395453176,-0.2311039511043942,-0.5203275114527074,0.8297375807630557,0.3078526045536457,-0.3052673082845493,-0.382114358419026,0.8930532860844914,-0.2658610318926968,-0.06632502893004869,-0.12964950935378283,0.7800212690154839,-0.20970162751419646,0.5983157974242471,-0.2149512188085784,-0.512411584306204,0.12406016446991767,-0.27833750261031276,-0.361652196302071,0.12722161566475743,0.9472277979074227,-0.2981206925098538,-0.5850276180864966,-0.28199078110320586,-0.42715531917366184,-0.3137697569524594,-0.5124608944670616,-0.6568137973919561,-0.4372101483260282,-0.29483014866056145,0.05181087087007943,0.9999999999999999,-0.16544066790258727,-0.08977484514568167,-0.4996368482108753,-0.4692507668043461,-0.6728775104676994,-0.3249446934154721,-0.7815547925169305,0.191782641474926,-0.32706644225352033,-0.2510308525048739,-0.31596950637879023,0.15108000456153445,0.05737719500367016,-0.3855818076646451,-0.1754812659494342,-0.14216938842657942
OR,0.6788969836375895,-0.3524344706047225,0.3896163791480356,-0.5473155661681495,-0.2850414366233712,0.34219627658023055,0.39281899596688763,0.4387654230955832,0.6350442818136648,-0.4579591281658803,-0.3253315078608687,0.5352431269022998,0.6367357414741963,-0.17132842854907854,0.9344684101498004,-0.651719701898816,-0.8858360995133783,0.22520506771336146,-0.7367467775345323,-0.6475490991372062,0.568122661443086,0.6584327728624887,0.9418943721003346,-0.5788979986173263,0.17789584893945345,-0.7549133092795474,0.026102654227431996,-0.1807501505339643,-0.2690832379149498,-0.37054341267085167,0.19971797621106985,0.9540963827123835,0.7741794234872943,0.4907392508343811,0.10691275347318706,0.44506192253404314,-0.8417272537238122,-0.16544066790258727,1.0,-0.48359161281805607,0.1766369775152487,0.4908441755713398,0.34136110044175605,0.7680215043321518,0.3506586967593965,-0.737853201036024,-0.2312074893291562,0.44543425085207466,0.16013025120715582,0.6805713031843628,0.9218195657384332,-0.12113383376152367,-0.14906413700255972,-0.5607327016484384
PA,-0.6157559698895333,0.89568938182425,-0.6062040922632786,-0.30212015764002553,0.8398716099847496,-0.011154523139317734,-0.7287196130377437,-0.6225939121390113,-0.7435857631571006,0.16052831783354118,0.8210354371038489,-0.7392431800438615,-0.8022567497362272,-0.36620726613222815,-0.25243874917741665,0.9621515371011431,0.5709369004388029,-0.5861172015804937,0.39539977973125323,0.528383893997726,-0.6756823050853469,-0.7296938931467066,-0.55573752581957,0.8713492868295759,-0.5115612470348041,-0.074307619899153,-0.2396021790924058,-0.5614059869458614,0.6799568574332857,-0.4203414944863147,-0.7503178318041549,-0.46352084076395544,-0.5012549700599082,-0.6266894890349397,-0.7045243329266382,-0.007974963476783474,0.7970842216373912,-0.08977484514568167,-0.48359161281805607,1.0,-0.4291371495059019,-0.7585057874508757,-0.5884571472537052,-0.6639243746033675,0.25479349172908716,0.7888111993462126,-0.5121707998175005,0.49073436899578293,-0.7528576156416723,-0.06716195157282047,-0.6401846470468575,-0.4206637556090823,0.7299208419844969,-0.33777639823677347
PR,0.3039811637582179,-0.08610991995389233,-0.18256508099309945,0.49026058281899837,-0.6110315124493436,0.2267035744127365,0.17279699227577716,-0.0035669152397841035,0.6525758083786675,-0.33201064134346603,-0.3365274399425007,0.23188060005269223,0.47935282109848104,-0.43627985442650546,0.13854681436711722,-0.46223570003394115,0.024906390848499424,-0.1739046174121374,0.2880456962378115,-0.7464762906254426,0.02258115795221553,0.6209897257911797,0.03259974832727795,-0.4338518427917337,0.024281068194829666,0.3571531896289418,-0.2874467218773428,0.7916840358913801,0.35348842436550487,0.727209662763965,0.6290945092056014,0.31022408924420347,0.18483222086003215,0.6049842603826991,0.6033679448477302,-0.38894252318039035,-0.46620595012110844,-0.4996368482108753,0.1766369775152487,-0.4291371495059019,1.0,0.5105787065205969,0.714805967024874,0.17460338924957844,0.49980173789236226,-0.6335158767874333,0.7836955021877537,0.009047658827940378,0.5112633112678795,-0.04219422961700731,0.024946926134824146,0.1158349269349519,0.14486704928168756,0.4984240315105328
RI,0.9213425595257116,-0.7126627313444557,0.23329823986833143,0.013967049482515167,-0.5806372097771553,0.5689629619147769,0.9214703833832485,0.856283584197658,0.9561570391665632,-0.6369490954688791,-0.8834608844236126,0.9509627012983062,0.9783153694820638,-0.13472329929030674,0.34234327217220106,-0.7687742623924172,-0.5110611947428939,0.118187467634251,-0.3863371999667962,-0.7773929004392588,0.8554694899233762,0.9483929945987374,0.41935591343496686,-0.5413736301044652,0.7698611347331052,-0.1339395882123993,-0.33656885826641203,0.5935905440081275,-0.32932849628314836,0.4408812873617522,0.9210855652391725,0.5639989703289853,0.8079771234074459,0.9540469419686534,0.8998629356725217,0.3053346300563808,-0.7194601698775178,-0.4692507668043461,0.4908441755713398,-0.7585057874508757,0.5105787065205969,1.0000000000000002,0.9064480421614601,0.8700441739928624,0.20622369016460304,-0.7949231347993155,0.5431434035381392,-0.31199130136825654,0.9143197681737457,-0.18940489785628353,0.5578955789165985,0.6752703974637319,-0.5770992503271202,0.29325987680948384
SC,0.8103613360896132,-0.4978649592262048,0.01219150869120431,0.13219529652991183,-0.46696662523126703,0.688561686996047,0.74156091169473,0.625525511969481,0.9141266542168808,-0.7598708382517966,-0.7711907298855567,0.7639724939757537,0.8640164098357084,-0.3613815716664265,0.26200485195577167,-0.5859383257970658,-0.24618987604414186,-0.10222032720941145,-0.12283676009983063,-0.8357729292942347,0.6407558885827449,0.917764874999488,0.2156521205288312,-0.3379165527909069,0.680888813979247,0.03033604067761327,-0.5151914463951898,0.716770463655529,0.012960270293285912,0.6065720934888699,0.9277738364683757,0.4758274639893692,0.6943062667148221,0.9754593173043409,0.8964157886465756,0.21468195026471967,-0.5542873051022391,-0.6728775104676994,0.34136110044175605,-0.5884571472537052,0.714805967024874,0.9064480421614601,1.0,0.6843762327355258,0.45777510632337165,-0.7002132747138712,0.6903437652740629,-0.20736686310682156,0.8433575838108187,-0.2920286588924179,0.32988237178632385,0.6761028542806438,-0.35679956464207013,0.4355678779407197
SD,0.9699968700231579,-0.6863628303838928,0.40893651832207,-0.41288601266382186,-0.3638511922565153,0.5900120638712526,0.8671700146732433,0.8932800407145255,0.8559488403291804,-0.6392975012738914,-0.737627994435084,0.9362624855486861,0.9256110189857875,-0.07337649251785897,0.6621221408936457,-0.7363749726490483,-0.798415218089846,0.2262234033705066,-0.7507846409750211,-0.6756803588726402,0.9409697643401124,0.875324923554437,0.7280649090550544,-0.5093362027310474,0.7141026939411739,-0.5686980260431924,-0.20731978974901558,0.13833578821562886,-0.46542234500676954,-0.04549202118023174,0.640115821158456,0.7939749185928627,0.9555808415984232,0.8201648724104278,0.5850872540696952,0.6020169633442217,-0.781406788434336,-0.3249446934154721,0.7680215043321518,-0.6639243746033675,0.17460338924957844,0.8700441739928624,0.6843762327355258,1.0,0.2171297554191483,-0.7482384466200892,0.07681195490299333,-0.03339571164191107,0.6418772967049546,0.09725828207833183,0.8266473280406265,0.48314478918029785,-0.5675956796447008,-0.17510421855397537
TN,0.3461592071660346,0.4296341509218043,-0.47392257601605814,-0.3779315705633213,0.20555961716570165,0.6903645541984609,-0.07622812174397715,-0.07780024902568314,0.392773907385077,-0.647542991542721,0.12694877109908986,0.04340137591789232,0.21574480851350494,-0.8894486913186225,0.5457727071542495,0.10446124682188498,-0.04927934281724389,-0.622831759429254,-0.004600000541196516,-0.5909276071364556,-0.028797442955186502,0.41243521755986234,0.10716374416262033,0.21488698057903668,-0.05930439567763766,-0.36195271608426,-0.6570817534155843,0.017740794504393052,0.7353703384937395,-0.031750662679737564,0.10184906860637442,0.5214871299702057,0.4046831989227293,0.4427256314109927,0.055523329243482036,0.22364512239221662,-0.16003507259794672,-0.7815547925169305,0.3506586967593965,0.25479349172908716,0.49980173789236226,0.20622369016460304,0.45777510632337165,0.2171297554191483,1.0000000000000002,-0.25294361323152464,0.019796508425078716,0.7158801831276945,-0.046258355190352686,0.10541499405329892,0.04373483048444678,-0.09784743366030617,0.5559955358579818,-0.24971529586703048
TX,-0.7194642085360612,0.5376934764329313,-0.4515277190989886,-0.057158894726862315,0.7378911070053328,-0.23505883988763335,-0.6270376520552959,-0.5455883675600495,-0.8872822505603868,0.40006359817579046,0.589767653355175,-0.7218365922538474,-0.8695332310559932,0.05305774420259981,-0.5619373351696585,0.9088263058775061,0.7178373018477423,-0.36500357924341686,0.4757274424271528,0.8662652958796989,-0.6144022504117947,-0.884344216557324,-0.7139782535522292,0.8422373987995133,-0.312646907904317,0.2339129568118152,-0.06338351482380343,-0.4785196879111763,0.28919067778104657,-0.279192045807472,-0.6838013301405887,-0.7478023043176355,-0.6545764447696734,-0.7443708482802018,-0.6183190191974554,-0.04786484843269681,0.9685058954263573,0.191782641474926,-0.737853201036024,0.7888111993462126,-0.6335158767874333,-0.7949231347993155,-0.7002132747138712,-0.7482384466200892,-0.25294361323152464,0.9999999999999998,-0.4087425843087881,-0.004944125305762269,-0.6643310707166736,-0.26929485142077697,-0.7470545541795889,-0.15352598638775208,0.27809773562709955,-0.036435496241948376
UT,0.2121070124982477,-0.3555731981203754,-0.0931797071077625,0.7884707800539577,-0.6427939552758103,0.09666050705309981,0.38524063347355436,0.18398772862301702,0.5071876887133084,-0.21451465188170513,-0.5761024045074148,0.3291390166406727,0.4381127885899247,-0.06599900687388402,-0.37899933038916817,-0.4036369850784482,0.2759506687505028,-0.014277674791371828,0.4670844394145164,-0.47914906271004454,0.1380284112100227,0.4709641543901052,-0.27331740360672696,-0.3334736616970565,0.32933065024357505,0.7158526763452574,-0.21147170568880505,0.9935926626721722,0.06189302788106061,0.9889168465817851,0.8012138026012265,-0.1456605036164196,0.012798291056417593,0.5473987493924345,0.8242841479450642,-0.437362121114414,-0.20909989588521458,-0.32706644225352033,-0.2312074893291562,-0.5121707998175005,0.7836955021877537,0.5431434035381392,0.6903437652740629,0.07681195490299333,0.019796508425078716,-0.4087425843087881,1.0000000000000002,-0.5871767776306275,0.7554795030609245,-0.4471556328151175,-0.17908224364698075,0.5236922996247659,-0.25548243679950045,0.9080335315436355
VA,-0.04546566727587517,0.6507859900385182,-0.27797287447923197,-0.6398071590035851,0.4196614423075463,0.22244414022161627,-0.4940084665320447,-0.39432350062327687,-0.08422487688751039,-0.1653805055368605,0.5995361727984033,-0.3435053244536305,-0.21311906157001387,-0.600401885027663,0.6630188779504809,0.27758845004835886,-0.211677519393141,-0.38968472334743454,-0.20364272225404456,-0.16031097420604162,-0.30974999798601116,-0.060791991649019946,0.29726708626901377,0.20995020774232406,-0.5286635075673833,-0.638922180467493,-0.17886282385655694,-0.5841856278653171,0.5691442876181618,-0.6235302605815062,-0.5346670169852035,0.4887837346254793,0.12896957217690003,-0.14902520340170916,-0.5898966926453202,0.19154755728120432,-0.06797596914798754,-0.2510308525048739,0.44543425085207466,0.49073436899578293,0.009047658827940378,-0.31199130136825654,-0.20736686310682156,-0.03339571164191107,0.7158801831276945,-0.004944125305762269,-0.5871767776306275,1.0000000000000002,-0.6205627028772549,0.5713571499646433,0.14023789419174723,-0.6744940163461225,0.7471349693824345,-0.777739678072336
VI,0.7059877194259426,-0.7315301704088927,0.24869019059796205,0.3532855499804914,-0.6473291039973686,0.35683175657246746,0.8873172881313738,0.7739488877274635,0.8013036989828165,-0.44763830720055103,-0.886448521729754,0.8516275625321582,0.8476818885450419,0.07187704581217202,-0.05054746515161998,-0.695198277539409,-0.2618248366799566,0.2133708074928727,-0.13639191663344982,-0.6171119243992602,0.7316687309691057,0.7845572424156908,0.1517863919068522,-0.507090512085257,0.7602024640870183,0.217099229335239,-0.21210074916806693,0.7974209483438419,-0.3716432611624432,0.6914044135981204,0.9726798415665476,0.2094073396227675,0.5320008598933388,0.8285927575207954,0.9820512670306412,0.07015248943560631,-0.5414599862323277,-0.31596950637879023,0.16013025120715582,-0.7528576156416723,0.5112633112678795,0.9143197681737457,0.8433575838108187,0.6418772967049546,-0.046258355190352686,-0.6643310707166736,0.7554795030609245,-0.6205627028772549,0.9999999999999999,-0.41546693780860156,0.3207136341132526,0.7708092074990769,-0.6429280233527939,0.6017705850731596
VT,-0.02579327799967593,0.09929997905551277,0.15100069205806446,-0.38353330627566923,-0.06935308922162235,-0.1798674943274538,-0.27611667762621,-0.21825762683115102,-0.003873201020406328,0.022045032969843864,0.20316436397120438,-0.1532119023951585,-0.03959276198915469,-0.09191913965037493,0.6291390515201908,-0.2116817258098501,-0.4851691804741435,0.12430937607131093,-0.2774337705270753,-0.18936417209750012,-0.09017114186283488,-0.0005517770332154626,0.6463596239325707,-0.35642001955224195,-0.43411695874874195,-0.5178556537264948,0.290004715115364,-0.4472375516629904,-0.047469444022057716,-0.5295039365664136,-0.3932112623540204,0.5160975367236779,0.13930471369731276,-0.18764947972969298,-0.45414059829789705,0.03695260914251014,-0.4133786312838403,0.15108000456153445,0.6805713031843628,-0.06716195157282047,-0.04219422961700731,-0.18940489785628353,-0.2920286588924179,0.09725828207833183,0.10541499405329892,-0.26929485142077697,-0.4471556328151175,0.5713571499646433,-0.41546693780860156,0.9999999999999998,0.545447307722025,-0.6532033499241406,0.2512792598659912,-0.6351145547966117
WA,0.699718492766833,-0.6023423070623675,0.6624592951652132,-0.43632605818249287,-0.35460952527172507,0.2328272811096147,0.584340509567298,0.6188683669493625,0.6140024407244596,-0.37720122082626817,-0.4839959572801154,0.6724958937325906,0.7029451568591901,0.1645069593616399,0.7597796023634843,-0.7617037609407838,-0.9522674485978339,0.5136432940116568,-0.8369427805563368,-0.543628647940714,0.7399533968440777,0.648243659187776,0.9630655690366553,-0.6675120339675865,0.37019959616188636,-0.6783726411027107,0.22742219264490088,-0.11415557838816547,-0.5784883771229844,-0.31119621817795934,0.3088635948686565,0.8208886683321728,0.7637594080461971,0.48441823171273907,0.2214489292402405,0.491846172006127,-0.8617888903641545,0.05737719500367016,0.9218195657384332,-0.6401846470468575,0.024946926134824146,0.5578955789165985,0.32988237178632385,0.8266473280406265,0.04373483048444678,-0.7470545541795889,-0.17908224364698075,0.14023789419174723,0.3207136341132526,0.545447307722025,1.0,0.06983265631468445,-0.4429721146846959,-0.4412836271461139
WI,0.5912906804549006,-0.6581649631053776,0.06015843475542832,0.14000220164028337,-0.12709447037326432,0.5598213089410757,0.787566176240453,0.7205361331537993,0.48427873823600914,-0.5429134582391897,-0.8131429041542098,0.6822267323910721,0.5708106115732645,0.058802866355762734,-0.22665186084329575,-0.26126433019120227,0.019019014058539157,-0.011196203638343899,-0.04662334171575382,-0.22712261500260178,0.6797820102080044,0.49675412423271137,-0.14173651870486503,0.03983377505508019,0.941436727292489,0.19347311880237397,-0.43723780679295776,0.5263553638910947,-0.31252614936354045,0.5138799749266281,0.7731776028288072,-0.05721091276180367,0.4729849912222725,0.6668775268917793,0.7958980673007849,0.41099844665530616,-0.05406801828291958,-0.3855818076646451,-0.12113383376152367,-0.4206637556090823,0.1158349269349519,0.6752703974637319,0.6761028542806438,0.48314478918029785,-0.09784743366030617,-0.15352598638775208,0.5236922996247659,-0.6744940163461225,0.7708092074990769,-0.6532033499241406,0.06983265631468445,1.0000000000000002,-0.7410447364490284,0.5777448454700346
WV,-0.5232129864858981,0.9538967005986586,-0.5576603633392662,-0.10168564844977958,0.3666215791642862,-0.1116355892226552,-0.7881273275066182,-0.7550391690190372,-0.39717216819844087,0.1562942211519165,0.8296216509225655,-0.7009603168627945,-0.56868692170077,-0.565161857723479,0.05600997334545912,0.5807469866351012,0.3676042274251278,-0.5212858241646215,0.3985490333411892,0.0490665124195037,-0.7668145049343994,-0.4057487552635534,-0.26919562172772055,0.38903624081053756,-0.806316712296113,-0.04239689469798731,-0.13558203915776249,-0.2819681774057404,0.8514306340273441,-0.22134904463827848,-0.587297105965351,-0.0890359968908856,-0.4410228572345895,-0.42746773080063205,-0.5815158132584821,-0.3708014491078095,0.32525969540167504,-0.1754812659494342,-0.14906413700255972,0.7299208419844969,0.14486704928168756,-0.5770992503271202,-0.35679956464207013,-0.5675956796447008,0.5559955358579818,0.27809773562709955,-0.25548243679950045,0.7471349693824345,-0.6429280233527939,0.2512792598659912,-0.4429721146846959,-0.7410447364490284,1.0,-0.33035749837039546
WY,-0.0447718842183931,-0.31358345854961384,-0.13776295263149738,0.862585997457805,-0.4532834544783159,-0.06631980785264245,0.24972492564350612,0.06743547445484085,0.18073856160166976,0.0021051830648163984,-0.46582097233518266,0.13159228985604896,0.15552678930299885,0.13035715161938716,-0.6817717732854379,-0.14465867670346325,0.5359095117671385,-0.009611666213149747,0.6163878547082339,-0.09490101247295801,-0.012450972262307831,0.14493826924997671,-0.5443870471156745,-0.08872859887831457,0.31125652943323606,0.8907469436231394,-0.1384668776634697,0.8786050598542343,-0.0024292247047948733,0.9511005728218667,0.6226280121866516,-0.4900493225571034,-0.24797835770927779,0.27531007726056905,0.6730571234180952,-0.46939839505238,0.14409029238331156,-0.14216938842657942,-0.5607327016484384,-0.33777639823677347,0.4984240315105328,0.29325987680948384,0.4355678779407197,-0.17510421855397537,-0.24971529586703048,-0.036435496241948376,0.9080335315436355,-0.777739678072336,0.6017705850731596,-0.6351145547966117,-0.4412836271461139,0.5777448454700346,-0.33035749837039546,0.9999999999999999
